dbn,locationname,NA,rr_p,p_q1a_1,p_q1a_2,p_q1a_3,p_q1a_4,p_q1b_1,p_q1b_2,p_q1b_3,p_q1b_4,p_q1c_1,p_q1c_2,p_q1c_3,p_q1c_4,p_q1d_1,p_q1d_2,p_q1d_3,p_q1d_4,p_q1e_1,p_q1e_2,p_q1e_3,p_q1e_4,p_q1f_1,p_q1f_2,p_q1f_3,p_q1f_4,p_q1g_1,p_q1g_2,p_q1g_3,p_q1g_4,p_q1h_1,p_q1h_2,p_q1h_3,p_q1h_4,p_q1i_1,p_q1i_2,p_q1i_3,p_q1i_4,p_q1j_1,p_q1j_2,p_q1j_3,p_q1j_4,p_q1k_1,p_q1k_2,p_q1k_3,p_q1k_4,p_q1l_1,p_q1l_2,p_q1l_3,p_q1l_4,p_q1m_1,p_q1m_2,p_q1m_3,p_q1m_4,p_q1n_1,p_q1n_2,p_q1n_3,p_q1n_4,p_q1o_1,p_q1o_2,p_q1o_3,p_q1o_4,p_q1p_1,p_q1p_2,p_q1p_3,p_q1p_4,p_q1q_1,p_q1q_2,p_q1q_3,p_q1q_4,p_q1r_1,p_q1r_2,p_q1r_3,p_q1r_4,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q2j_1,p_q2j_2,p_q2j_3,p_q2j_4,p_q2j_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q5a_1,p_q5a_2,p_q5a_3,p_q5a_4,p_q5b_1,p_q5b_2,p_q5b_3,p_q5b_4,p_q5c_1,p_q5c_2,p_q5c_3,p_q5c_4,p_q7a_1,p_q7b_1,p_q7c_1,p_q7d_1,p_q7e_1,p_q7f_1,p_q7g_1,p_q7h_1,p_q7i_1,p_q7j_1,p_q8_1,p_q8_2,p_q8_3,p_q8_4,p_q8_5,p_q8_6,p_q8_7,p_q8_8,p_q8_9,p_q8_10,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q10a_1,p_q10a_2,p_q10a_3,p_q10a_4,p_q10b_1,p_q10b_2,p_q10b_3,p_q10b_4,
29Q272,George Washington Carver High School for the Sciences,HS,30%,44%,49%,5%,2%,34%,51%,13%,2%,40%,50%,8%,2%,48%,51%,0%,1%,48%,47%,2%,2%,35%,61%,3%,2%,35%,60%,5%,1%,43%,55%,2%,1%,33%,58%,7%,2%,46%,50%,4%,1%,39%,59%,2%,1%,42%,54%,3%,1%,42%,51%,5%,2%,34%,61%,3%,2%,44%,52%,3%,2%,42%,54%,4%,1%,34%,59%,6%,1%,41%,50%,9%,0%,41%,52%,0%,2%,5%,33%,54%,5%,1%,7%,23%,41%,1%,1%,35%,30%,54%,2%,2%,12%,6%,19%,21%,30%,24%,8%,28%,19%,12%,33%,5%,17%,16%,19%,43%,4%,17%,22%,17%,40%,5%,14%,23%,19%,39%,3%,11%,17%,25%,44%,38%,54%,5%,2%,38%,55%,4%,3%,12%,36%,45%,7%,10%,17%,37%,37%,23%,36%,29%,12%,30%,31%,33%,6%,42%,54%,4%,1%,36%,59%,4%,2%,41%,55%,3%,0%,15%,60%,39%,38%,22%,15%,38%,75%,20%,32%,4%,7%,19%,17%,4%,7%,5%,20%,18%,0%,40%,50%,10%,0%,56%,33%,11%,0%,22%,56%,22%,0%
29Q283,Preparatory Academy for Writers: A College Board School,MS/HS,7%,66%,31%,3%,0%,41%,48%,10%,0%,45%,45%,10%,0%,52%,45%,3%,0%,61%,39%,0%,0%,37%,52%,11%,0%,41%,52%,7%,0%,52%,45%,3%,0%,34%,59%,7%,0%,45%,55%,0%,0%,50%,50%,0%,0%,48%,52%,0%,0%,52%,48%,0%,0%,50%,50%,0%,0%,46%,54%,0%,0%,37%,56%,7%,0%,46%,39%,14%,0%,41%,52%,4%,4%,43%,50%,0%,0%,7%,34%,48%,3%,0%,14%,25%,39%,0%,0%,36%,27%,46%,8%,4%,15%,7%,4%,25%,25%,39%,11%,11%,29%,18%,32%,7%,0%,19%,19%,56%,7%,14%,29%,14%,36%,4%,4%,33%,13%,46%,7%,0%,41%,19%,33%,30%,67%,0%,4%,39%,57%,0%,4%,11%,50%,39%,0%,18%,36%,43%,4%,26%,37%,37%,0%,28%,41%,31%,0%,43%,57%,0%,0%,36%,64%,0%,0%,36%,61%,4%,0%,17%,72%,38%,28%,21%,7%,34%,66%,17%,41%,6%,6%,18%,29%,6%,6%,0%,18%,12%,0%,50%,50%,0%,0%,33%,67%,0%,0%,33%,67%,0%,0%
29Q295,P.S./I.S. 295,ES/MS,89%,56%,42%,2%,0%,40%,51%,8%,1%,42%,49%,7%,1%,48%,45%,5%,2%,52%,45%,2%,1%,42%,50%,7%,1%,38%,53%,7%,2%,46%,46%,6%,2%,37%,49%,12%,2%,46%,49%,4%,1%,43%,50%,5%,1%,43%,50%,6%,2%,40%,48%,10%,1%,40%,53%,5%,1%,45%,50%,4%,1%,37%,52%,10%,1%,34%,52%,11%,2%,57%,42%,1%,0%,49%,45%,1%,1%,4%,40%,46%,5%,1%,8%,34%,42%,3%,0%,21%,37%,47%,4%,4%,7%,6%,10%,30%,32%,21%,4%,10%,34%,25%,27%,4%,6%,33%,33%,24%,5%,14%,33%,21%,27%,5%,10%,29%,28%,29%,3%,4%,24%,46%,23%,49%,45%,4%,3%,47%,46%,4%,2%,16%,37%,44%,3%,11%,21%,40%,28%,40%,29%,26%,5%,28%,34%,30%,8%,36%,57%,6%,1%,40%,53%,6%,1%,46%,48%,5%,2%,25%,61%,42%,75%,24%,20%,61%,59%,21%,26%,6%,9%,14%,14%,4%,2%,7%,21%,23%,1%,41%,52%,7%,0%,41%,57%,2%,0%,38%,56%,4%,2%
29Q326,CAMBRIA HEIGHTS ACADEMY,HS,72%,57%,40%,3%,0%,45%,45%,10%,0%,45%,48%,6%,1%,58%,40%,2%,0%,63%,37%,1%,0%,53%,42%,4%,1%,50%,47%,2%,1%,54%,42%,3%,1%,39%,50%,10%,1%,56%,40%,4%,1%,50%,47%,3%,0%,53%,45%,2%,0%,52%,47%,2%,0%,47%,50%,3%,0%,49%,48%,3%,0%,43%,54%,2%,1%,46%,49%,4%,1%,46%,49%,4%,1%,48%,45%,3%,1%,3%,48%,43%,3%,0%,6%,33%,37%,2%,0%,28%,42%,42%,6%,1%,10%,7%,10%,29%,42%,12%,6%,16%,22%,20%,35%,6%,8%,23%,29%,33%,7%,15%,23%,26%,28%,5%,10%,23%,31%,31%,3%,6%,20%,39%,32%,53%,39%,6%,2%,53%,45%,3%,0%,13%,33%,44%,9%,17%,17%,37%,30%,28%,28%,34%,10%,39%,35%,24%,2%,45%,52%,3%,1%,39%,57%,5%,0%,44%,53%,3%,0%,11%,57%,46%,38%,17%,20%,47%,71%,24%,40%,3%,5%,18%,17%,15%,4%,3%,9%,28%,0%,42%,50%,8%,0%,50%,42%,8%,0%,39%,57%,4%,0%
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS,45%,48%,44%,5%,4%,36%,48%,12%,4%,30%,52%,11%,6%,55%,35%,5%,6%,69%,28%,2%,1%,46%,39%,10%,5%,33%,53%,8%,6%,42%,49%,5%,5%,42%,41%,12%,5%,47%,41%,7%,5%,34%,51%,9%,6%,38%,49%,9%,4%,28%,50%,14%,8%,34%,48%,12%,6%,33%,52%,9%,6%,31%,50%,12%,7%,33%,44%,14%,9%,66%,30%,2%,2%,57%,38%,2%,0%,3%,47%,36%,7%,1%,9%,26%,28%,5%,1%,39%,37%,41%,11%,7%,4%,3%,6%,19%,61%,12%,5%,22%,25%,28%,20%,4%,7%,21%,41%,27%,4%,21%,21%,34%,21%,2%,12%,23%,41%,23%,1%,3%,19%,56%,21%,54%,34%,7%,6%,50%,38%,7%,6%,15%,31%,52%,1%,30%,33%,26%,10%,28%,38%,22%,12%,48%,37%,12%,3%,44%,45%,7%,4%,28%,58%,9%,5%,31%,56%,7%,6%,21%,84%,37%,42%,47%,26%,54%,73%,49%,56%,7%,15%,11%,23%,9%,10%,7%,10%,8%,0%,26%,52%,13%,9%,26%,61%,9%,4%,19%,62%,10%,10%
29Q355,Collaborative Arts Middle School,MS,47%,49%,45%,4%,1%,43%,50%,6%,1%,34%,58%,7%,1%,49%,48%,1%,2%,56%,44%,0%,0%,45%,50%,5%,1%,42%,53%,3%,2%,48%,50%,2%,1%,38%,57%,4%,1%,46%,49%,3%,2%,43%,52%,3%,1%,45%,47%,7%,1%,41%,51%,7%,1%,40%,54%,5%,1%,42%,52%,4%,2%,34%,55%,9%,2%,36%,53%,10%,2%,43%,54%,2%,1%,38%,55%,5%,1%,0%,34%,57%,4%,1%,5%,28%,37%,3%,1%,30%,35%,52%,3%,1%,9%,6%,19%,27%,31%,18%,12%,23%,24%,13%,28%,7%,12%,24%,17%,40%,10%,19%,22%,14%,34%,10%,15%,26%,15%,35%,5%,5%,26%,34%,30%,35%,54%,7%,4%,33%,59%,5%,3%,17%,34%,49%,1%,11%,21%,45%,23%,24%,36%,32%,8%,31%,44%,21%,4%,39%,55%,3%,3%,33%,57%,7%,2%,40%,51%,8%,1%,22%,65%,42%,47%,19%,14%,48%,78%,30%,29%,8%,8%,16%,11%,4%,6%,5%,20%,20%,1%,29%,61%,11%,0%,43%,46%,7%,4%,32%,54%,7%,7%
29Q356,Community Voices Middle School,MS,34%,43%,50%,6%,1%,34%,52%,12%,2%,39%,52%,9%,0%,51%,48%,1%,0%,53%,45%,1%,1%,42%,55%,3%,0%,34%,61%,5%,0%,38%,53%,9%,0%,41%,49%,11%,0%,46%,48%,5%,0%,37%,54%,9%,0%,46%,48%,5%,1%,43%,47%,8%,1%,37%,55%,8%,0%,40%,53%,7%,0%,44%,46%,11%,0%,36%,50%,14%,0%,41%,51%,8%,0%,38%,54%,3%,1%,4%,35%,51%,5%,2%,6%,31%,38%,0%,0%,30%,33%,51%,9%,1%,7%,15%,13%,31%,25%,16%,20%,20%,23%,12%,26%,14%,14%,18%,22%,32%,16%,17%,21%,16%,29%,14%,15%,26%,18%,27%,12%,8%,22%,31%,27%,36%,49%,10%,5%,39%,51%,8%,2%,18%,21%,56%,4%,18%,15%,38%,29%,33%,14%,35%,18%,30%,34%,29%,6%,37%,60%,3%,0%,32%,60%,7%,1%,37%,59%,4%,0%,19%,70%,43%,51%,15%,19%,43%,79%,24%,40%,2%,5%,13%,18%,5%,5%,7%,8%,37%,0%,56%,44%,0%,0%,56%,38%,6%,0%,44%,31%,25%,0%
29Q492,"Mathematics, Science Research and Technology Magnet High School",HS,66%,40%,55%,5%,1%,31%,52%,14%,2%,40%,49%,9%,2%,43%,51%,4%,3%,42%,55%,2%,2%,30%,62%,6%,2%,31%,58%,10%,2%,40%,53%,6%,2%,30%,48%,17%,4%,37%,54%,9%,0%,36%,58%,6%,0%,37%,52%,10%,0%,37%,56%,7%,0%,32%,59%,8%,1%,38%,52%,9%,2%,36%,50%,12%,2%,36%,47%,14%,3%,31%,56%,10%,3%,26%,56%,11%,2%,5%,27%,57%,4%,1%,11%,21%,42%,2%,0%,34%,26%,47%,10%,3%,14%,7%,13%,34%,23%,23%,12%,30%,20%,9%,30%,8%,16%,26%,10%,40%,7%,18%,27%,9%,39%,7%,13%,24%,14%,42%,7%,11%,23%,18%,40%,22%,54%,17%,7%,27%,53%,16%,3%,12%,30%,45%,12%,10%,18%,36%,36%,24%,22%,32%,22%,26%,32%,29%,13%,32%,57%,8%,2%,27%,58%,14%,2%,28%,59%,12%,1%,14%,56%,51%,43%,24%,13%,43%,70%,15%,22%,11%,13%,14%,13%,9%,5%,3%,15%,19%,0%,42%,46%,13%,0%,38%,50%,8%,4%,32%,50%,9%,9%
29Q494,"Law, Government and Community Service High School",HS,4%,50%,36%,14%,0%,43%,43%,14%,0%,43%,50%,7%,0%,46%,46%,8%,0%,38%,62%,0%,0%,36%,57%,7%,0%,25%,75%,0%,0%,46%,38%,15%,0%,36%,50%,14%,0%,43%,50%,7%,0%,36%,57%,7%,0%,43%,50%,7%,0%,43%,50%,7%,0%,38%,46%,15%,0%,33%,42%,25%,0%,31%,54%,15%,0%,33%,67%,0%,0%,50%,50%,0%,0%,31%,62%,0%,8%,0%,33%,58%,0%,0%,8%,23%,38%,0%,0%,38%,23%,62%,8%,0%,8%,8%,31%,15%,15%,31%,36%,18%,9%,0%,36%,15%,8%,23%,15%,38%,0%,38%,15%,0%,46%,0%,25%,25%,8%,42%,9%,18%,18%,18%,36%,14%,57%,29%,0%,21%,36%,43%,0%,8%,38%,54%,0%,0%,29%,43%,29%,18%,27%,55%,0%,29%,57%,7%,7%,43%,43%,7%,7%,29%,64%,7%,0%,23%,69%,0%,8%,21%,64%,50%,50%,29%,7%,36%,64%,7%,14%,0%,0%,11%,0%,22%,0%,11%,11%,44%,0%,33%,33%,33%,0%,33%,33%,33%,0%,33%,33%,33%,0%
29Q496,"Business, Computer Applications & Entrepreneurship High School",HS,18%,30%,60%,4%,6%,26%,50%,18%,6%,24%,59%,12%,4%,27%,63%,6%,4%,33%,55%,4%,8%,30%,56%,8%,6%,26%,59%,11%,4%,35%,52%,9%,4%,28%,58%,10%,4%,26%,56%,16%,2%,27%,61%,8%,4%,32%,58%,6%,4%,30%,62%,4%,4%,28%,60%,8%,4%,27%,59%,10%,4%,27%,62%,8%,4%,16%,66%,14%,5%,21%,64%,10%,5%,22%,63%,8%,4%,4%,22%,65%,4%,4%,6%,15%,40%,2%,4%,38%,19%,58%,6%,4%,13%,8%,24%,24%,24%,18%,12%,31%,20%,8%,29%,11%,17%,23%,11%,38%,10%,21%,27%,8%,33%,10%,17%,29%,5%,40%,9%,17%,22%,17%,35%,12%,63%,14%,12%,16%,52%,22%,10%,19%,15%,52%,13%,20%,16%,33%,31%,24%,27%,22%,27%,25%,45%,20%,10%,33%,55%,12%,0%,20%,72%,8%,0%,26%,64%,10%,0%,15%,58%,47%,40%,13%,17%,43%,72%,9%,13%,19%,17%,14%,11%,0%,3%,6%,14%,17%,0%,14%,71%,14%,0%,29%,43%,29%,0%,14%,71%,14%,0%
29Q498,Humanities & Arts Magnet High School,HS,53%,60%,35%,4%,1%,53%,40%,6%,1%,50%,46%,3%,1%,46%,51%,2%,0%,50%,48%,2%,0%,44%,51%,4%,0%,40%,55%,5%,0%,42%,57%,1%,0%,51%,45%,3%,0%,50%,49%,1%,0%,45%,51%,3%,1%,40%,57%,2%,0%,46%,50%,3%,0%,46%,51%,2%,0%,43%,54%,4%,0%,43%,52%,6%,0%,41%,52%,7%,0%,31%,51%,11%,6%,52%,44%,2%,0%,2%,44%,46%,6%,0%,4%,42%,46%,3%,0%,9%,31%,54%,8%,1%,6%,6%,9%,31%,44%,11%,7%,16%,27%,37%,13%,5%,10%,28%,42%,15%,5%,11%,26%,47%,12%,4%,9%,26%,47%,14%,3%,10%,29%,43%,15%,46%,50%,2%,2%,49%,47%,4%,1%,20%,34%,41%,5%,27%,37%,19%,18%,41%,38%,11%,9%,26%,50%,19%,5%,45%,47%,7%,0%,44%,50%,5%,1%,45%,49%,5%,1%,6%,43%,31%,18%,16%,26%,36%,45%,14%,28%,6%,11%,14%,11%,18%,15%,4%,10%,6%,4%,44%,52%,4%,0%,41%,56%,4%,0%,56%,41%,4%,0%
30Q002,P.S. 002 Alfred Zimberg,ES,88%,56%,41%,2%,1%,48%,43%,7%,2%,44%,45%,9%,1%,51%,44%,4%,1%,56%,40%,4%,0%,53%,43%,3%,1%,42%,50%,6%,1%,51%,43%,4%,1%,38%,46%,13%,3%,45%,48%,6%,1%,48%,43%,7%,1%,46%,46%,6%,1%,40%,48%,10%,2%,45%,46%,8%,1%,49%,42%,7%,2%,37%,48%,12%,3%,36%,46%,14%,3%,53%,44%,3%,0%,53%,43%,1%,0%,3%,43%,48%,4%,1%,5%,35%,40%,2%,1%,22%,46%,41%,7%,3%,4%,4%,10%,29%,42%,14%,5%,9%,31%,35%,20%,4%,6%,25%,48%,16%,7%,12%,26%,33%,22%,8%,8%,25%,37%,23%,3%,4%,20%,59%,14%,54%,39%,5%,1%,51%,43%,5%,1%,13%,38%,47%,2%,10%,17%,38%,35%,42%,29%,24%,6%,25%,38%,31%,5%,45%,51%,4%,1%,47%,46%,6%,2%,55%,39%,4%,2%,19%,48%,31%,83%,23%,14%,59%,56%,12%,20%,2%,13%,16%,12%,6%,3%,3%,24%,21%,0%,50%,41%,4%,6%,48%,41%,4%,7%,35%,51%,7%,7%
30Q010,I.S. 010 Horace Greeley,MS,85%,40%,55%,3%,2%,30%,58%,10%,2%,33%,55%,10%,2%,40%,54%,5%,1%,38%,52%,8%,2%,35%,56%,8%,2%,29%,62%,8%,2%,35%,58%,5%,2%,32%,53%,12%,3%,37%,55%,7%,2%,36%,58%,4%,2%,37%,55%,6%,2%,38%,54%,6%,2%,34%,59%,5%,1%,40%,52%,6%,2%,32%,55%,10%,2%,30%,52%,14%,4%,37%,56%,5%,2%,43%,51%,2%,1%,2%,39%,50%,4%,2%,6%,30%,47%,3%,1%,20%,35%,52%,5%,2%,6%,8%,13%,28%,31%,19%,8%,17%,27%,21%,27%,8%,9%,25%,27%,31%,9%,17%,22%,22%,29%,9%,13%,22%,24%,32%,6%,7%,21%,37%,30%,43%,49%,6%,2%,44%,51%,4%,2%,8%,27%,58%,6%,7%,15%,29%,49%,19%,20%,31%,30%,15%,24%,43%,18%,33%,60%,6%,2%,39%,56%,5%,1%,39%,56%,4%,1%,18%,57%,43%,59%,24%,18%,56%,60%,37%,31%,4%,7%,16%,9%,12%,2%,3%,18%,26%,3%,42%,55%,3%,0%,35%,60%,4%,0%,38%,57%,3%,2%
30Q011,P.S. 011 Kathryn Phelan,ES,54%,62%,37%,2%,0%,54%,42%,4%,0%,49%,44%,6%,1%,53%,45%,2%,0%,55%,41%,3%,1%,48%,45%,7%,0%,44%,51%,4%,1%,52%,44%,3%,1%,44%,46%,9%,1%,51%,45%,4%,0%,56%,41%,3%,0%,53%,42%,4%,1%,51%,42%,6%,1%,51%,44%,5%,0%,52%,43%,4%,1%,43%,45%,10%,2%,41%,45%,11%,2%,49%,47%,2%,1%,55%,41%,1%,0%,2%,41%,45%,6%,1%,7%,32%,36%,3%,1%,28%,48%,46%,2%,1%,4%,7%,9%,29%,36%,18%,4%,6%,28%,37%,25%,3%,4%,22%,45%,26%,5%,9%,24%,34%,28%,4%,7%,25%,38%,27%,4%,3%,18%,54%,21%,61%,36%,2%,1%,58%,39%,2%,1%,11%,38%,49%,2%,11%,23%,41%,25%,29%,32%,32%,7%,21%,36%,34%,9%,48%,50%,2%,0%,48%,48%,3%,0%,50%,47%,2%,1%,20%,64%,31%,77%,24%,15%,60%,47%,16%,39%,4%,14%,14%,9%,4%,3%,4%,31%,17%,1%,53%,45%,2%,0%,52%,46%,2%,0%,46%,48%,7%,0%
30Q017,P.S. 017 Henry David Thoreau,ES,81%,56%,43%,1%,0%,48%,49%,3%,0%,49%,45%,6%,1%,60%,39%,1%,0%,59%,38%,3%,0%,53%,45%,2%,0%,45%,50%,5%,0%,52%,43%,5%,0%,43%,46%,10%,1%,45%,50%,4%,0%,49%,47%,4%,0%,44%,50%,5%,1%,44%,47%,9%,1%,45%,49%,6%,0%,47%,45%,7%,1%,36%,55%,8%,1%,36%,52%,11%,1%,54%,44%,2%,0%,53%,43%,2%,0%,1%,46%,43%,5%,1%,5%,38%,40%,1%,0%,21%,43%,44%,7%,2%,5%,9%,18%,28%,25%,21%,8%,15%,32%,19%,26%,7%,9%,33%,24%,27%,8%,19%,25%,20%,29%,7%,15%,25%,22%,31%,4%,8%,28%,37%,24%,49%,43%,6%,1%,50%,45%,5%,0%,24%,35%,40%,1%,16%,34%,30%,20%,52%,31%,13%,4%,35%,38%,21%,6%,49%,49%,3%,0%,46%,49%,3%,1%,50%,46%,3%,1%,23%,34%,41%,71%,28%,22%,58%,65%,14%,22%,3%,14%,13%,8%,8%,3%,6%,25%,20%,1%,36%,62%,0%,2%,40%,56%,4%,0%,38%,56%,6%,0%
30Q069,P.S. 069 Jackson Heights,ES,58%,57%,39%,3%,1%,50%,46%,4%,0%,41%,49%,9%,1%,50%,45%,5%,0%,57%,39%,3%,1%,49%,47%,3%,1%,43%,50%,6%,1%,50%,44%,6%,1%,44%,44%,11%,1%,44%,49%,7%,0%,48%,47%,5%,0%,46%,48%,6%,0%,42%,49%,8%,1%,45%,49%,5%,0%,47%,47%,5%,0%,40%,51%,9%,1%,41%,46%,11%,1%,53%,44%,3%,1%,55%,41%,1%,0%,2%,39%,50%,5%,1%,5%,35%,42%,2%,0%,21%,45%,41%,5%,2%,7%,8%,12%,33%,27%,19%,6%,8%,33%,28%,26%,4%,7%,30%,30%,28%,5%,11%,30%,27%,27%,5%,8%,31%,30%,26%,5%,4%,27%,42%,21%,57%,38%,3%,2%,56%,40%,2%,1%,18%,41%,40%,1%,9%,21%,44%,26%,30%,37%,27%,7%,23%,35%,33%,9%,47%,50%,3%,1%,44%,50%,5%,1%,48%,46%,5%,1%,17%,42%,34%,73%,23%,13%,60%,56%,13%,21%,5%,13%,17%,8%,3%,4%,6%,27%,18%,0%,44%,48%,7%,0%,22%,74%,4%,0%,32%,60%,8%,0%
30Q070,P.S. 070 Queens,ES,56%,48%,49%,3%,1%,41%,52%,6%,1%,37%,52%,10%,1%,44%,49%,6%,1%,45%,49%,6%,1%,38%,53%,7%,2%,35%,54%,9%,2%,48%,46%,5%,1%,36%,49%,13%,3%,38%,55%,7%,1%,43%,51%,6%,1%,41%,52%,7%,1%,38%,51%,9%,2%,37%,55%,7%,1%,43%,49%,6%,1%,35%,48%,13%,3%,34%,46%,16%,4%,37%,53%,8%,2%,47%,47%,2%,0%,2%,36%,50%,7%,1%,6%,28%,40%,2%,0%,29%,38%,45%,9%,2%,7%,4%,11%,34%,29%,22%,4%,11%,32%,28%,26%,3%,6%,31%,34%,26%,4%,12%,28%,26%,31%,3%,7%,27%,30%,32%,3%,3%,24%,49%,21%,46%,48%,5%,2%,47%,46%,5%,2%,10%,33%,55%,2%,11%,14%,33%,42%,33%,34%,26%,7%,20%,36%,34%,9%,37%,58%,4%,1%,43%,51%,6%,1%,49%,45%,4%,1%,16%,43%,37%,72%,24%,18%,61%,61%,18%,25%,6%,7%,14%,11%,6%,3%,3%,26%,23%,1%,26%,68%,6%,0%,30%,60%,10%,0%,29%,55%,16%,0%
30Q076,P.S. 076 William Hallet,ES,28%,52%,46%,0%,2%,54%,41%,3%,2%,49%,44%,4%,3%,54%,42%,2%,3%,59%,38%,2%,2%,42%,48%,8%,2%,44%,52%,2%,2%,51%,44%,3%,2%,46%,44%,8%,2%,50%,46%,2%,2%,52%,44%,2%,2%,51%,44%,2%,2%,47%,46%,5%,2%,48%,46%,2%,3%,49%,45%,4%,2%,45%,42%,9%,4%,41%,43%,13%,3%,56%,41%,2%,2%,53%,46%,0%,0%,2%,48%,42%,2%,0%,8%,42%,44%,0%,0%,14%,45%,42%,8%,1%,4%,7%,13%,31%,29%,20%,2%,10%,29%,27%,31%,2%,9%,23%,39%,27%,2%,13%,30%,26%,30%,5%,7%,30%,30%,28%,2%,4%,24%,43%,28%,53%,46%,1%,0%,53%,44%,2%,0%,12%,40%,46%,2%,11%,15%,37%,37%,46%,36%,15%,3%,34%,39%,23%,4%,45%,54%,2%,0%,47%,51%,2%,0%,49%,47%,3%,1%,16%,52%,39%,78%,24%,17%,60%,68%,12%,26%,7%,3%,16%,18%,10%,3%,6%,19%,18%,1%,42%,48%,10%,0%,43%,47%,10%,0%,41%,51%,6%,2%
30Q078,P.S. 078,ES,51%,58%,39%,3%,0%,44%,52%,3%,0%,59%,37%,3%,0%,64%,34%,1%,1%,65%,32%,3%,0%,61%,36%,3%,1%,50%,43%,6%,1%,53%,45%,2%,0%,37%,50%,12%,1%,44%,47%,9%,0%,38%,54%,9%,0%,37%,56%,7%,0%,38%,55%,6%,1%,42%,53%,5%,0%,46%,47%,7%,0%,31%,57%,12%,0%,37%,49%,13%,1%,65%,33%,2%,0%,59%,38%,2%,0%,1%,57%,40%,3%,0%,0%,31%,34%,2%,1%,33%,51%,41%,6%,0%,2%,7%,5%,19%,55%,13%,9%,4%,24%,44%,19%,5%,1%,20%,58%,16%,5%,7%,28%,41%,18%,6%,4%,25%,47%,19%,6%,0%,19%,63%,12%,60%,39%,2%,0%,59%,39%,2%,0%,9%,35%,56%,1%,19%,28%,38%,15%,32%,40%,28%,0%,26%,45%,25%,4%,51%,47%,2%,0%,42%,53%,5%,0%,55%,44%,2%,0%,16%,74%,37%,76%,23%,27%,45%,41%,24%,17%,2%,10%,14%,10%,7%,5%,6%,30%,11%,6%,50%,38%,13%,0%,38%,50%,13%,0%,38%,63%,0%,0%
30Q084,P.S. 084 Steinway,ES/MS,89%,43%,53%,3%,0%,35%,58%,7%,1%,42%,50%,7%,1%,49%,48%,2%,1%,47%,48%,3%,1%,38%,56%,4%,2%,32%,59%,8%,2%,40%,54%,5%,1%,32%,53%,14%,1%,38%,56%,6%,1%,36%,59%,4%,1%,37%,55%,6%,1%,36%,55%,8%,2%,33%,59%,7%,1%,35%,57%,7%,1%,30%,58%,10%,2%,30%,50%,17%,3%,40%,55%,4%,1%,45%,50%,4%,0%,2%,42%,47%,4%,1%,6%,32%,42%,2%,1%,23%,38%,46%,8%,3%,5%,10%,17%,32%,31%,11%,7%,11%,30%,29%,23%,6%,10%,25%,31%,27%,6%,15%,27%,27%,25%,6%,12%,29%,28%,26%,5%,6%,26%,40%,23%,40%,53%,5%,3%,39%,53%,6%,2%,15%,32%,50%,3%,15%,21%,34%,30%,43%,32%,21%,4%,31%,34%,28%,6%,39%,56%,3%,1%,40%,54%,5%,1%,47%,48%,3%,1%,22%,62%,26%,71%,22%,21%,47%,47%,13%,18%,5%,16%,14%,8%,15%,8%,3%,18%,15%,0%,32%,50%,14%,4%,36%,54%,7%,4%,30%,56%,7%,7%
